,weibo_metrics_dataset_mean,weibo_metrics_dataset_std,user_metrics_dataset_mean,user_metrics_dataset_std
0,"[0.55, 90664.84235294118, 919.7152941176471, 848.9694117647059, 3946.215294117647]","[2.0316249653909817, 788644.1210490286, 4936.436213337974, 3746.2423916120297, 15577.709162608737]","[323.70588235294116, 1981480.8823529412, 2.5647058823529414, 5.811764705882353, 3850.6, 17.388235294117646, 0.5176470588235295, 7.517647058823529, 0.0]","[449.6516329742555, 6561771.641127774, 2.7879291633052374, 5.676799311246442, 11378.405758277378, 14.902136406159595, 0.5026540206004223, 40.89347711540601, 5.546341565564165]"
