,weibo_metrics_dataset_mean,weibo_metrics_dataset_std,user_metrics_dataset_mean,user_metrics_dataset_std
0,"[0.5698943661971831, 98327.30316901408, 854.4109154929578, 649.9695422535211, 3065.0575704225353]","[2.0606239626875746, 1313884.0086484228, 18290.83227545092, 13830.858244605226, 23369.75884355778]","[420.13380281690144, 1864915.0035211267, 2.4190140845070425, 5.573943661971831, 5951.1760563380285, 17.93661971830986, 0.426056338028169, 4.197183098591549, 1.0316901408450705]","[542.3496287845428, 5649063.037563025, 2.688239880202507, 5.642295845998863, 21234.699340013445, 13.965487388676591, 0.49537501623396857, 31.30161928924604, 8.911166375916615]"
