,weibo_metrics_dataset_mean,weibo_metrics_dataset_std,user_metrics_dataset_mean,user_metrics_dataset_std
0,"[0.6010373443983402, 102888.12219917013, 2535.3485477178424, 2568.1640041493774, 6057.563174273859]","[2.072482966373562, 1510712.6372526533, 44287.75344081344, 43947.64760931397, 58856.61765820942]","[410.61203319502073, 1957135.1410788381, 2.6099585062240664, 5.8838174273858925, 5474.4170124481325, 18.616182572614107, 0.4460580912863071, 5.124481327800829, 0.6804979253112033]","[659.9965923968725, 5502801.496563121, 2.742092088377738, 5.651245658856414, 14865.878610255277, 14.51789302307275, 0.49759820304173363, 34.38417331375782, 7.929889859380636]"
